revenue,net profit,operating profit,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
1076212000.0,686930000.0,686930000.0,,,,26063000.0,125944000.0,7302059000.0,,15775000.0,669517000.0,705158000.0,3140000.0,,2636209000.0,29523893000.0,90032000.0,16878105000.0,,,717664000.0,,,30241557000.0,23272000.0,30151525000.0,2589040240.0,,2589040240.0,1117683000.0,-33466000.0,-1242072000.0,,,125944000.0,115898000.0,,,26874000.0,,,,793497000.0,,115899000.0,201509,SANTANA
0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,201509,SANTANA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SANTANA
6089139000.0,220028000.0,220028000.0,,18218922000,,,6215222000,,,3404288000.0,4712808000.0,205508000.0,403083000.0,,274167000.0,6814350000.0,12276824000.0,,1539323000.0,,20925329000.0,4130801000.0,2351065000.0,27739679000.0,6575297000.0,12952682000.0,12007250906.0,169921000.0,12007250906.0,1858539000,-981286000,-1363270000,,,6215222000,9548246000,,463604000,,3586549000.0,210311000.0,,268472000.0,,,201509,SCHWAGER
0.0,0.0,0.0,2.0,1,2.0,2.0,1,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2.0,2.0,1,1,2.0,1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,201509,SCHWAGER
0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SCHWAGER
203979044000.0,6851311000.0,6851311000.0,,3028767378000.0,155630640000.0,242229336000.0,1491191567000.0,2407931008000.0,,2072474293000.0,156994530000.0,9598497000.0,2897514000.0,,499308875000.0,7668556824000.0,7683049019000.0,2718356888000.0,16860711000.0,6410144000.0,574784701000.0,114746319000.0,60765362000.0,8243341525000.0,7114657800000.0,544427490000.0,3258363592.0,36835687000.0,3258363592.0,107231018000.0,-16712564000.0,18085325000.0,,,1491191567000.0,65423390000.0,12274820000.0,22358887000.0,-13213000.0,4316271050000.0,,,446234209000.0,34694751000.0,21202111000.0,201509,SECURITY
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,201509,SECURITY
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SECURITY
9509730000.0,63166000.0,63166000.0,3433877000.0,38995966000.0,,,27462705000.0,718632000.0,,5558994000.0,6559883000.0,590552000.0,636671000.0,1355155000.0,16265284000.0,69319874000.0,65773193000.0,26990190000.0,59069000.0,172718000.0,166595839000.0,8510532000.0,2389359000.0,235915713000.0,18742713000.0,164593488000.0,362573810.0,12709316000.0,362573810.0,-503140000.0,4056885000.0,-2028764000.0,,,27462705000.0,9459406000.0,375711000.0,,578314000.0,8997368000.0,,,4944677000.0,5193130000.0,,201509,SIEMEL
0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,201509,SIEMEL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SIEMEL
213640000.0,-267721000.0,-267721000.0,8154000.0,216817000.0,,,600715000.0,,,165103000.0,134764000.0,-495545000.0,686000.0,,171146000.0,207451000.0,1858374000.0,,,3887000.0,38181736000.0,,,38389187000.0,186638000.0,36530813000.0,25000000.0,,25000000.0,-618514000.0,-160385000.0,-31327000.0,,,600715000.0,85816000.0,,,,12366000.0,,,7829000.0,163022000.0,,201509,SIXTERRA
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,201509,SIXTERRA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SIXTERRA
608396000.0,53065000.0,53065000.0,3295000.0,1948103000.0,97000.0,112884000.0,1320080000.0,81771000.0,,280721000.0,460362000.0,64966000.0,30259000.0,-37645000.0,181650000.0,1113277000.0,1904301000.0,3878000.0,355000.0,67577000.0,2325211000.0,330911000.0,581499000.0,3438488000.0,801320000.0,1163347000.0,1075000000.0,321965000.0,1075000000.0,239324000.0,-278820000.0,-3037000.0,,,1320080000.0,387550000.0,2777000.0,78558000.0,-11055000.0,494701000.0,24184000.0,,66619000.0,68426000.0,97578000.0,201509,SK
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,201509,SK
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201509,SK
105655000.0,16175000.0,16175000.0,4168000.0,377023000.0,751000.0,,212474000.0,14838000.0,,45433000.0,77822000.0,20217000.0,12734000.0,7585000.0,66008000.0,211031000.0,384314000.0,996000.0,6186000.0,13611000.0,994974000.0,54661000.0,104069000.0,1206005000.0,112035000.0,702695000.0,9736791983.0,15921000.0,9736791983.0,51488000.0,-14990000.0,-15441000.0,,,212474000.0,90347000.0,2614000.0,33256000.0,36000.0,78840000.0,,,36873000.0,,32038000.0,201509,SMSAAM
0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,201509,SMSAAM
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,201509,SMSAAM
523309143000.0,-17216411000.0,-16162583000.0,1150871000.0,1805321559000.0,,,1588777903000.0,60279147000.0,,359439092000.0,387398993000.0,-25619250000.0,14342410000.0,51430407000.0,22603419000.0,358466000000.0,1472861839000.0,80281000.0,11606666000.0,14062393000.0,1451795858000.0,472539537000.0,80725905000.0,1810261858000.0,681485395000.0,337400028000.0,3647576856.0,144328612000.0,4363405188.0,17038317000.0,17666843000.0,-71848819000.0,,,1588777903000.0,140445000000.0,1277369000.0,,,23180758000.0,,,22603419000.0,,52403985000.0,201509,SMU
0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,201509,SMU
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SMU
89550858000.0,5680964000.0,5680964000.0,882889000.0,260622787000.0,,,133130623000.0,9572070000.0,,112967490000.0,63540254000.0,5728550000.0,873915000.0,5300550000.0,19178145000.0,416041736000.0,579889997000.0,761687000.0,1230733000.0,,446009165000.0,12900421000.0,56144882000.0,862050901000.0,522843896000.0,269841481000.0,1223935691.0,272489668000.0,1223935691.0,33247347000.0,-2822785000.0,-27538915000.0,,,133130623000.0,53827426000.0,297878000.0,,,94080082000.0,3686053000.0,,7618418000.0,11209923000.0,,201509,SOCOVESA
0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,201509,SOCOVESA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SOCOVESA
6734049000.0,-937415000.0,-937415000.0,16732000.0,24569354000.0,284104000.0,,15652925000.0,51605000.0,,4754528000.0,4582079000.0,-1245990000.0,590599000.0,900543000.0,405814000.0,25423708000.0,37704342000.0,150000.0,532417000.0,522909000.0,44774034000.0,,,70197742000.0,18943726000.0,32558764000.0,11000000.0,12012255000.0,11000000.0,1710088000.0,-2056803000.0,-1616702000.0,,,15652925000.0,7349342000.0,462096000.0,483239000.0,14390000.0,6482517000.0,,,403185000.0,,2514156000.0,201509,SOFRUCO
0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,201509,SOFRUCO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SOFRUCO
218784064000.0,8891885000.0,8891885000.0,,715189338000,,,389185787000,82393477000,,104754218000,173877870000.0,22468506000.0,8295965000.0,,59324373000,352310924000,283178650000,2135700000,14546076000,6132076000,386337361000,215848143000,27595430000,738648285000,169294213000,448638206000,871057175,40770194000,871057175,38144660000,-21454865000,-32677961000,,,389185787000,215171451000,2296963000,23358168000,-3277575000,204571258000,,,18816385000,26040545000,,201509,SONDA
0.0,0.0,0.0,2.0,1,2.0,2.0,1,1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,2.0,1,1,1,1,1,0.0,2.0,2.0,0.0,0.0,2.0,201509,SONDA
0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,201509,SONDA
9634346000.0,372600000.0,372600000.0,,12560667000.0,,,10222041000.0,480443000.0,,1011709000.0,8197650000.0,678907000.0,281449000.0,,2924690000.0,6802429000.0,3011438000.0,,61111000.0,150969000.0,5255784000.0,,,12058213000.0,1910643000.0,8200914000.0,9850000.0,2013404000.0,9850000.0,769042000.0,-299106000.0,602776000.0,,,10222041000.0,1003413000.0,,256987000.0,,1803224000.0,,,1055887000.0,996430000.0,,201509,SOPROCAL
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,201509,SOPROCAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SOPROCAL
57564000.0,2697000.0,2697000.0,1202000.0,138566000.0,,,135809000.0,,,17801000.0,50985000.0,3325000.0,199000.0,-50000.0,608000.0,174032000.0,64500000.0,2313000.0,1101000.0,,15133000.0,735000.0,3888000.0,189165000.0,62683000.0,124421000.0,272116691.0,63251000.0,272116691.0,6227000.0,-577000.0,-6137000.0,,,135809000.0,4512000.0,,6137000.0,-234000.0,91173000.0,,,587000.0,,1439000.0,201509,SOQUICOM
0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,201509,SOQUICOM
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,201509,SOQUICOM
5092196000.0,324541000.0,324541000.0,,5124459000.0,,,2642595000.0,155611000.0,,492786000.0,4314399000.0,346302000.0,328881000.0,,1386033000.0,2654955000.0,1548956000.0,555008000.0,116699000.0,140704000.0,25949102000.0,,15327000.0,28604057000.0,1407184000.0,27054242000.0,6400.0,21291000.0,6400.0,294171000.0,62436000.0,-90355000.0,,,2642595000.0,1968948000.0,,90355000.0,,575924000.0,,,150306000.0,,1697714000.0,201509,SPORTING
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201509,SPORTING
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,SPORTING
445220000.0,15019000.0,15019000.0,,1340797000.0,,,816586000.0,14872000.0,,144887000.0,315707000.0,23938000.0,236794000.0,52045000.0,482476000.0,2827429000.0,2421250000.0,798510000.0,35005000.0,13447000.0,1972420000.0,38388000.0,112201000.0,4799849000.0,825418000.0,2318301000.0,263196524.0,998196000.0,263196524.0,400137000.0,-204590000.0,-65372000.0,,,816586000.0,34091000.0,7000.0,42372000.0,-2265000.0,322758000.0,14818000.0,,51058000.0,418083000.0,114740000.0,201509,SQM
0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201509,SQM
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201509,SQM
2537039000.0,2460832000.0,2460832000.0,,,,,60495000.0,,,701287000.0,,2451328000.0,8000.0,,437000.0,732819000.0,17697735000.0,190000.0,,11348000.0,71242808000.0,,,71975627000.0,720080000.0,54277892000.0,0.0,,0.0,2945823000.0,,-2946610000.0,,,60495000.0,19322000.0,,2916312000.0,1224000.0,709729000.0,611000.0,,,,32078000.0,201509,TRICAHUE
1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,201509,TRICAHUE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,TRICAHUE
13912000.0,8316000.0,8316000.0,,,,,15913000.0,,,388236000.0,6885000.0,8559000.0,643000.0,,934000.0,320101000.0,1326437000.0,287557000.0,,,7599621000.0,,,7919722000.0,390279000.0,6593285000.0,20000000.0,,20000000.0,-26676000.0,,,,,15913000.0,36210000.0,,,,,,,934000.0,,2360000.0,201509,UNESPA
0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,201509,UNESPA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,UNESPA
767211000.0,43868000.0,43868000.0,,2136330000.0,,,1150021000.0,73019000.0,,207508000.0,136676000.0,-88000.0,30280000.0,,406326000.0,906338000.0,3902162000.0,,68314000.0,39763000.0,8568772000.0,,3113000.0,9475110000.0,497700000.0,4751282000.0,4200.0,30288000.0,4200.0,120816000.0,-22308000.0,-180727000.0,,,1150021000.0,825094000.0,,,,371503000.0,,,1753000.0,303070000.0,,201509,UNION GOLF
0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,201509,UNION GOLF
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,UNION GOLF
35688000.0,87230000.0,87230000.0,261000.0,173347000.0,,,185271000.0,,,28314000.0,141688000.0,88023000.0,70000.0,3322000.0,59630000.0,89727000.0,144726000.0,,2998000.0,1201000.0,2203000000.0,4276000.0,102000.0,2292727000.0,58274000.0,2139397000.0,0.0,2249000.0,0.0,-19834000.0,-2712000.0,38055000.0,,,185271000.0,7419000.0,,735000.0,-1546000.0,20310000.0,,,20013000.0,,1338000.0,201509,VAPORES
0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,201509,VAPORES
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,201509,VAPORES
31396000.0,6124000.0,6124000.0,159000.0,118507000.0,,,61545000.0,5922000.0,,12293000.0,20225000.0,7276000.0,2228000.0,-1456000.0,5533000.0,32729000.0,81155000.0,,,2191000.0,196693000.0,,429000.0,229422000.0,30143000.0,101958000.0,1202879835.0,1856000.0,1202879835.0,30618000.0,-14158000.0,-20945000.0,,,61545000.0,15860000.0,12000.0,17117000.0,-541000.0,22766000.0,1102000.0,,3422000.0,,5419000.0,201509,VENTANAS
0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,201509,VENTANAS
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,201509,VENTANAS
1005000.0,-203000.0,-203000.0,,4588000,,,1851000,,,382000.0,1243000.0,-431000.0,381000.0,250000,1446000.0,6361000.0,11506000.0,,6000.0,181000.0,40801000.0,,858000.0,47162000.0,3139000.0,35656000.0,720000000.0,402000.0,720000000.0,1965000,-465000,-2006000,,,1851000,1976000,,1195000,,374000.0,,,1444000.0,,,201509,VICONTO
0.0,0.0,0.0,2.0,1,2.0,2.0,1,2.0,2.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2.0,2.0,1,1,2.0,1,2.0,1.0,2.0,2.0,1.0,2.0,2.0,201509,VICONTO
1.0,1.0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0.0,0.0,1,1,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,201509,VICONTO
22602364000.0,3153733000.0,3153733000.0,720479000.0,86300231000.0,,,60397678000.0,3535985000.0,,8088025000.0,14803227000.0,4753832000.0,3705232000.0,201508000.0,8049234000.0,46471359000.0,29242195000.0,894714000.0,737141000.0,1980704000.0,123021965000.0,676350000.0,669372000.0,169493324000.0,15829525000.0,140212958000.0,75000000.0,18231446000.0,75000000.0,10291741000.0,-2305140000.0,-7028968000.0,,,60397678000.0,8926307000.0,24700000.0,7028968000.0,96559000.0,15387971000.0,,,161403000.0,7036727000.0,10758230000.0,201509,VOLCAN
0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201509,VOLCAN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201509,VOLCAN
