itw	49826
cme	1156375
shw	89800
vmw	1124610
meli	1099590
adp	8670
tak	1395064
duk	1326160
amat	6951
csx	277948
vale	917851
mmc	62709
noc	1133421
ice	1571949
uber	1543151
ge	40545
cb	896159
fdx	1048911
bsx	885725
ecl	31462
beke	1809587
abb	1091587
mco	1059556
usb	36104
so	92122
adsk	769397
amx	1129137
nsc	702165
rkt	1805284
infy	1067491
pgr	80661
hum	49071
pbr	1119639
mufg	67088
kmb	55785
nem	1164727
ceo	1095595
gpn	1123360
eqnr	1140625
gold	756894
bns	9631
spot	1639920
bam	1001085
ilmn	1110803
vnja	1532383
lrcx	707549
tfc	92230
ew	1099800
dg	29534
mu	723125
lulu	1397187
wday	1327811
race	1648416
gld	1222333
wm	823768
pnc	713676
tal	1499620
dell	1571996
wbk	719245
schw	316709
phg	313216
team	1650372
rop	882835
aon	315293
trp	1232384
hca	860730
adi	6281
ubs	1610520
hmc	715153
mnst	865752
biib	875045
bidu	1329099
relx	929869
gd	40533
khc	1637459
bax	10456
gm	1467858
emr	32604
dd	1666700
dlr	1297996
ea	712515
puk	1116578
kdp	1418135
ebay	1065088
etn	1551182
bmo	927971
dxcm	1093557
veev	1393052
ngg	1004315
cp	16875
cop	1163165
vod	839923
itub	1132597
smfg	1022837
eric	717826
bce	718940
docu	1261333
gis	40704
aep	4904
lhx	202058
tri	1075124
epd	1061219
lvs	1300514
twlo	1447669
san	891478
bx	1393818
ctsh	1058290
scco	1001838
psa	1393311
exc	1109357
xel	72903
cmg	1058090
cvna	1690820
sre	1032208
nxpi	1413447
ibn	1103838
abev	1565025
stz	16918
mfg	1335730
met	1099219
cnc	1071739
cm	1045520
splk	1353283
dow	1751788
orly	898173
e	1002242
sbac	1034054
ctas	723254
rht	1087423
wba	1618921
snps	883241
csgp	1057352
klac	319201
idxx	874716
w	1616707
aph	820313
ing	1039765
bk	1390777
twtr	1418091
rost	745732
bbd	1160330
info	1598014
tel	1385157
mar	1048286
cdns	813672
snap	1564408
msci	1408198
kmi	1506307
hsy	47111
oran	1038143
trow	1113169
cmi	26172
a	1090872
jci	833444
crh	849395
vrsk	1442145
iqv	1478242
cof	927628
pcar	75362
kkr	1404912
mfc	1086888
mtch	891103
syy	96021
wec	783325
all	899051
rsg	1060391
bby	764478
yum	1041061
cht	1132924
es	72741
trv	86312
tt	1466258
fnv	1456346
alc	1167379
anss	1013462
zbh	1136869
nok	924613
ppg	79879
kr	56873
azo	866787
cha	1191255
okta	1660134
clx	21076
otis	1781335
fast	815556
cs	1159510
hrl	48465
stm	932787
mkc	63754
payx	723531
mchp	827054
f	37996
pru	1137774
rok	1024478
dhi	882184
ph	76334
sgen	1060736
carr	1783180
tme	1744676
wcn	1318220
peg	788784
xp	1787425
fms	1333141
tdg	1260221
psx	1534701
hpq	47217
ddog	1561550
bfa	14693
rmd	943819
lyg	1160106
msi	68505
afl	4977
slb	87347
mrna	1682852
rng	1384905
bll	9389
xlnx	743988
wmb	107263
zto	1677250
wltw	1140536
lbrda	1611983
awk	1410636
swk	93556
rprx	1802768
panw	1327567
siri	908937
crwd	1535527
vfc	103379
eog	821189
aig	5272
glw	24741
slf	1097362
bcs	312069
su	311337
dltr	935703
adm	7084
mck	927653
gmab	1434265
chu	1113866
nio	1736541
k	55067
vrsn	1014473
hlt	1585689
cprt	900075
stt	93751
ftv	1659166
swks	4127
ec	1444406
chd	313927
tu	868675
mrvl	1058057
algn	1097149
ed	1047862
etp-pc	1161154
cnq	1017413
len	920760
well	766704
chwy	1766502
odfl	878927
mtd	1037646
ame	1037868
tsn	100493
lyb	1489393
aptv	1521332
mpc	1510295
bgne	1651308
yndx	1513845
dia	1041130
alxn	899866
fcau	1605484
wpm	1323404
dte	936340
coup	1385867
ftnt	1262039
wy	106535
vlo	1035002
ibkr	1381197
ctva	1755672
edu	1372920
cern	804753
ttd	1671933
ndaq	1120193
tef	814052
avb	915912
ntr	1725964
rci	733099
are	1035443
luv	92380
ppl	922224
o	726728
wit	1123799
fcx	831259
yumc	1673358
spg	1063761
fmx	1061736
amtd	1173431
pins	1506293
flt	1175454
incy	879169
roku	1428439
eqr	906107
wst	105770
db	1159508
ttwo	946581
bbva	842180
grmn	1121788
ajg	354190
abc	1140859
gsx	1768259
tlk	1001807
efx	33185
li	1791706
mdy	936958
aem	2809
aee	1002910
gww	277135
eix	827052
etr	65984
zg	1617640
dal	27904
pton	1639825
mktx	1278021
cag	23217
fts	1666175
mxim	743316
amp	820027
ccep	1650107
mplx	1552000
caj	16988
bsbr	1471055
keys	1601046
rol	84839
zs	1713683
akam	1086222
dish	1001082
iau	1278680
epam	1352010
tsco	916365
gib	1061574
nwg	844150
chkp	1015922
ctxs	877890
cqp	1383650
pcg	1004980
et	1276187
tdoc	1477449
kmx	1170010
tfx	96943
lh	920148
snn	845982
ksu	54480
amcr	1748790
ntrs	73124
work	1764925
pxd	1038357
holx	859737
viaca	813828
cms	811156
tcom	1269238
anet	1596532
bili	1723690
payc	1590955
ssnc	1402436
qsr	1618756
dpz	1286681
wix	1576789
foxa	1754301
tru	1552033
coo	711404
vmc	1396009
ix	1070304
bntx	1776985
cpb	16732
hznp	1492426
dov	29905
grfs	1438569
br	1383312
invh	1687229
dgx	1022079
cdw	1402057
cbre	1138118
dfs	1393612
nmr	1163653
var	203527
atus	1702780
nvr	906163
bkr	1701605
mas	62996
alny	1178670
ryaay	1038683
zbra	877212
vtr	740260
bio	12208
skm	1015650
fe	1031296
mga	749098
stne	1745431
agr	1634997
qrvo	1604778
jbht	728535
mkl	1096343
etsy	1370637
zi	1794515
nice	1003935
ter	97210
cah	721371
wmg	1319161
viv	1066119
tif	98246
nkla	1731289
peak	765880
ir	1699150
expd	746515
xyl	1524472
kl	1713443
ctlt	1596783
syf	1601712
hig	874766
pags	1712807
fitb	35527
sui	912593
iq	1722608
dre	783280
nlok	849399
hes	4447
ip	51434
jhx	1159152
podd	1145197
fmc	37785
gddy	1609711
hal	45012
sjm	91419
ess	920522
tyl	860731
abmd	815094
lsxma	1560385
dkng	1772757
nue	73309
pba	1546066
exr	1289490
gpc	40987
lbtya	1570585
iex	832101
bmrn	1048477
hubs	1404655
fds	1013237
lnt	352541
gds	1526125
rcl	884887
pool	945841
expe	1324424
ccl	815097
lvgo	1639225
wat	1000697
bxp	1037540
elan	1739104
iff	51253
pki	31791
mt	1243429
bip	1406234
mtb	36270
maa	912595
sivb	719739
trmb	864749
ste	1757898
chrw	1043277
pkx	889132
bepc	1791863
bki	1627014
mlm	916076
tw	1758730
burl	1579298
bro	79282
ldos	1336920
lng	3570
hei	46619
uri	1067701
htht	1483994
jkhy	779152
acgl	947484
cinf	20286
wab	943452
logi	1032975
avtr	1722482
ulta	1403568
suz	909327
shg	1263043
hpe	1645590
phm	822416
ln	1611820
wpc	1025378
fico	814547
ctl	18926
imo	49938
vici	1705696
dt	1773383
otex	1002638
ato	731802
kb	1445930
net	1477333
ce	1306830
au	1067428
mpwr	1280452
bah	1443646
oxy	797468
pfg	1126328
masi	937556
gnrc	1474735
key	91576
els	895417
qgen	1015820
etfc	1015780
fbhs	1519751
ui	1511737
oke	1039684
aes	874761
cgnx	851205
stx	1137789
ppd	1793294
it	749251
tdy	1094285
srpt	873303
vips	1529192
evrg	1711269
mdb	1441816
j	52988
omc	29989
znh	1041668
exas	1124140
lyv	1335258
iac	1800227
enia	912505
cday	1725057
bpy	1545772
whr	106640
gfi	1172724
argx	1697862
rpm	110621
ccc	1764046
ndsn	72331
kep	887225
txg	1770787
iep	813762
wrb	11544
lii	1069202
kgc	701818
rf	1281761
disca	1437107
has	46080
crl	1100682
dnb	1799208
cabo	1632127
mgm	789570
cfg	759944
aap	1158449
avlr	1348036
sedg	1419612
sam	949870
dri	940944
moh	1179929
apo	1411494
erie	922621
ntco	1776967
cnp	1130310
cnhi	1567094
dva	927066
osh	1564406
zen	1463172
wpp	806968
ben	38777
teva	818686
wtrg	78128
cvac	1809122
ihg	858446
pega	1013857
nbix	914475
cck	1219601
wdc	106040
cea	1030475
rjf	720005
bap	1001290
ual	100517
nly	1043219
ptc	857005
udr	74208
mhgvy	1578526
emraf	1127248
l	60086
cxo	1358071
athm	1527636
ebr	1439124
cboe	1374310
emn	915389
rdy	1135951
wu	1365135
chgg	1364954
znga	1439404
iclr	1060955
alb	915913
ggg	42888
mpw	1287865
sjr	932872
tech	842023
avy	8818
estc	1707753
cone	1553023
ftch	1740915
xray	818479
hban	49196
fnf	1331875
immu	722830
lkq	1065696
eqh	1333986
enph	1463101
pkg	75677
alle	1579241
fsly	1517413
entg	1101302
wso	105016
cg	1527166
hsic	1000228
ntap	1002047
qdel	353569
gh	1576280
bigc	1626450
cms-pb	201533
wynn	1174922
lyft	1759509
uhs	352915
gwre	1528396
umc	1033767
rnr	913144
vst	1692819
smg	825542
asx	1122411
mlco	1381640
rgld	85535
gl	320335
lw	1679273
amh	1562401
on	1097864
mtn	812011
cuk	1125259
nwsa	1564708
txt	217346
cna	21175
mgp	1656936
cien	936395
irm	1020569
bep	1533232
re	1095073
azpn	929940
glpg	1421876
gliba	808461
bwa	908255
sqm	909037
trex	1069878
oled	1005284
lb	701985
adt	1703056
bch	1161125
mmp	1126975
ni	1111711
nuan	1002517
ocft	1780531
cpt	906345
myl	1623613
frfhf	915191
fivn	1288847
wuba	1525494
ipgp	1111928
ally	40729
slv	1330568
zayo	1608249
dbx	1467623
pen	1321732
nrg	1013871
fslr	1274494
mbt	1115837
wb	1595761
pnw	764622
ffiv	1048695
tap	24545
aqn	1174169
cacc	885550
bill	1786352
xpo	1166003
che	19584
nvcr	1645113
ttc	737758
sci	89089
glpi	1575965
sbysf	1783546
sna	91440
dox	1062579
jnpr	1043604
plan	1540755
aos	91142
wrk	1732845
g	1398659
hubb	48898
knx	1492691
ayx	1689923
amed	896262
vrm	1580864
rgen	730272
bynd	1655210
agnc	1423689
bfam	1437578
ncno	1566895
cold	1455863
y	775368
hst	1070750
seic	350894
fnd	1507079
bsac	1027552
atr	896622
pnr	77360
pcty	1591698
wlk	1262823
sbsw	1786909
penn	921738
oc	1370946
hwm	4281
kc	1795589
cog	858470
asnd	1612042
yy	1530238
ions	874015
paas	771992
ver	1507385
olli	1639300
aiz	1267238
wsm	719955
nyt	71691
ath	1527469
cf	1324404
prgo	1585364
dlb	1308547
pwr	1050915
angi	1705110
aci	1646972
csl	790051
nvax	1000694
hnp	929058
ach	1161611
mos	1285785
ts	1190723
ipg	51644
wex	1309108
glob	1557860
lnc	59558
lea	842162
morn	1289419
ugi	884614
uhal	4457
grub	1594109
jazz	1232524
ohi	888491
vno	899689
cree	895419
reyn	1786431
ngls-pa	1379661
bery	1378992
lamr	1090425
reg	910606
gntx	355811
nwl	814453
chdn	20212
cib	1071371
iaa	1745041
rs	861884
mksi	1049502
stor	1538990
krc	1025996
rba	1046102
mhk	851968
exel	939767
mrtx	1576263
cbsh	22356
prah	1613859
hlf	1180262
alv	1034670
voya	1535929
hds	1573097
swi	1739942
snx	1177394
ebs	1367644
tndm	1438133
bj	1531152
lhcg	1303313
bg	1144519
st	1477294
aal	6201
lite	1633978
dci	29644
hii	1501585
casy	726958
pfpt	1212458
brkr	1109354
phi	78150
lpla	1397911
vedl	1370431
rp	1286225
btg	1429937
pii	931015
gwr	1012620
five	1177609
see	1012100
clr	732834
synh	1610950
armk	1584509
smar	1366561
gps	39911
tsu	1066116
zlab	1704292
rh	1528849
oge	1021635
ttm	926042
rga	898174
crsp	1674416
stld	1022671
hrc	47518
fang	1539838
mnta	1235010
manh	1056696
huya	1728190
rhi	315213
acm	868857
run	1469367
irtc	1388658
ehc	785161
cgc	1737927
teck	886986
bhc	885590
dnkn	1357204
nnn	751364
gfl	1780232
lad	1023128
arcc	1287750
frt	34903
sbs	1170858
iphi	1160958
cube	1298675
appf	1433195
dada	1793862
eslt	1027664
azek	1782754
arw	7536
acad	1070494
deck	910521
cve	1475260
rexr	1571283
afg	1042046
aeg	769218
post	1530950
auy	1264089
caci	16058
faf	1472787
srcl	861878
leco	59527
ares	1176948
cdk	1609702
tol	794170
myok	1552451
pso	938323
axta	1616862
psxp	1572910
cma	28412
tho	730263
adpt	1478320
hta	1360604
vir	1706431
xlrn	1280600
vrt	1674101
h	1468174
colm	1050797
fr	921825
site	1650729
ggb	1073404
gmed	1237831
itt	216228
ssl	314590
eeft	1029199
hbi	1359841
fsv	1637810
nlsn	1492633
aaxn	1069183
dct	1160951
son	91767
aval	1504764
leg	58492
flex	866374
agco	880266
hele	916789
wf	1264136
dar	916540
egp	49600
bwxt	1486957
apa	6769
clgx	36047
zion	109380
cx	1076378
chh	1046311
midd	769520
fhn	36966
flo	1128928
ewbc	1069157
osk	775158
aiv	922864
sc	1580608
plug	1093691
serv	1428875
wwd	108312
pb	1068851
jll	1037976
ingr	1046257
qtwo	1410384
cor	1490892
enic	1659939
jbl	898293
ntra	1604821
doyu	1762417
bld	1633931
lstr	853816
kmpr	860748
virt	1592386
rare	1515673
dsgx	1050140
usfd	1665918
plnt	1637207
ttek	831641
pri	1475922
kim	879101
wing	1636222
icl	941221
an	350698
cwen-a	1567683
dxc	1688568
rl	1037038
kt	892450
ori	74260
levi	94845
paa	1070423
nomd	1651717
bc	14930
dei	1364250
stag	1479094
sndr	1692063
msa	66570
ivz	914208
wh	1722684
allo	1737287
nbl	72207
lsi	944314
mdla	1540184
dks	1089063
evbg	1437352
wen	30697
mms	1032220
saic	1571123
hun	1307954
flir	354908
skx	1065837
uthr	1082554
api	1802883
ostk	1130713
jef	96223
orcc	1655888
rdfn	1382821
stmp	1082923
lanc	57515
nfe	1749723
lpl	1290109
hcm	1648257
nvro	1444380
nov	1021860
ash	1674862
mdu	67716
nati	935494
jamf	1721947
tnet	937098
phys	1477049
shi	908732
ccmp	1102934
frpt	1611647
etrn	1747009
dooo	1748797
alk	766421
cuz	25232
iivi	820318
ev	350797
tpx	1206264
pe	1594466
nvta	1501134
yeti	1670592
acc	1283630
lfus	889331
env	1337619
sdgr	1490978
slab	1038074
ida	1057877
qrtea	1355096
pbct	1378946
bsmx	1698287
knsl	1669162
hae	313143
legn	1801198
ccj	1009001
stwd	1465128
ayi	1144215
cncn	1191334
cfr	39263
futu	1754581
momo	1610601
pfgc	1618673
goco	1808220
medp	1668397
foxf	1424929
ffin	36029
ssd	920371
tfsl	1381668
jobs	1295484
arwr	879407
nclh	1513761
lope	1434588
man	871763
hog	793952
neo	1077183
tfii	1588823
fcn	887936
bl	1666134
tkc	1071321
ua	1336917
allk	1564824
qlys	1107843
txrh	1289460
expo	851520
shlx	1610466
pac	1347557
cw	26324
wwe	1091907
czz	1402902
nxst	1142417
logm	1420302
rli	84246
cybr	1598110
tpl	97517
hfc	48039
nycb	910073
ntnx	1618732
mro	101778
slgn	849869
iova	1425205
hli	1302215
mrcy	1049521
chng	1756497
hqy	1428336
swch	1710583
lpsn	1102993
fvrr	1762301
wsc	1647088
nfg	70145
tpr	1116132
smtc	88941
dvn	1090012
tkr	98362
cbpo	1369868
qts	1577368
agi	1178819
cae	1173382
bpmc	1597264
mor	1340243
esgr	1363829
neu	1282637
ssb	764038
four	1794669
eme	105634
tcf	19612
lscc	855658
verx	1806837
trno	1476150
rbc	82811
icui	883984
xrx	1770450
eqt	33213
gpk	1408075
cfx	1420800
pstg	1474432
gil	1061894
trgp	1389170
hkib	1769731
wes	1423902
alsn	1411207
musa	1573516
neog	711377
ppc	802481
nep	1603145
bokf	875357
iart	917520
esnt	1448893
appn	1441683
bldp	1453015
wms	1604028
arna	1080709
ogs	1587732
tree	1434621
ryn	52827
msgs	1636519
wmgi	1492658
vvv	1674910
omf	1584207
vrns	1361113
bli	1689657
nghc	1578735
pag	1019849
mat	63276
thg	944695
fls	30625
halo	1159036
hiw	921082
brks	933974
axs	1214816
gbt	1629137
aer	1378789
pinc	1577916
jhg	1274173
novt	1076930
hr	899749
go	1771515
cef	1726122
aan	706688
mth	833079
irdm	1418819
newr	1448056
fcnca	798941
pvh	78239
band	1514416
inov	1619954
asgn	890564
ufpi	912767
fgen	921299
hlne	1433642
unm	5513
eqc	803649
blue	1293971
ugp	1094972
he	354707
tenb	1660280
doc	1574540
prlb	1443669
jbgs	1689796
vac	1524358
nvst	1757073
unf	717954
lpx	60519
uso	1327068
fold	1178879
pfsi	1745916
src	1308606
fizz	69891
spce	1706946
rxt	1810019
rxn	1439288
bhvn	1689813
adc	917251
ard	1689662
vicr	751978
kbh	795266
hpp	1482512
onem	1404123
nari	1531048
ccxi	1340652
wal	1212545
gshd	1726978
msm	1003078
bbio	1743881
dnli	1714899
sail	1627857
dao	1781753
sid	1049659
awi	7431
stn	1131383
ramp	733269
jcom	1084048
ftdr	1727263
saia	1177702
cri	1060822
vslr	1607716
crus	772406
cldr	1535379
aciw	935036
sf	720672
hmy	1023514
kwr	81362
psb	866368
tv	912892
exp	918646
nktr	906709
svmk	1739936
cnne	1704720
swx	1692115
sigi	230557
lmnd	1691421
psn	275880
brx	1581068
slg	1040971
fti	1681459
powi	833640
pnm	1108426
bxmt	1061630
cc	1627223
kbr	1357615
bvn	1013131
reta	1358762
huskf	49279
ubsi	729986
gtes	1718512
grp-un	1564538
al	1487712
bkh	1130464
prsp	1724670
tx	1342874
sogo	1713947
gwph	1351288
mtz	15615
prnb	1510487
hain	910406
cr	25445
gbci	868671
por	784977
clh	822818
feye	1370880
roll	1324948
nvt	1720635
am	1623925
asr	1123452
wns	1356570
tmhc	1562476
laz	1311370
rpd	1560327
hxl	717605
enr	1632790
amg	1004434
kss	885639
bldr	1316835
wern	793074
ajrd	40888
vvnt	1713952
wpx	1518832
ptct	1070081
auoty	1172494
jbt	1433660
blkb	1280058
wts	795403
nrz	1556593
cbu	723188
tptx	1595893
lxp	910108
seb	88121
pzza	901491
bak	1071438
nav	808450
snv	18349
bcpc	9326
dnp	806628
hhc	1498828
bpop	763901
rlay	1812364
pnfp	1115055
amkr	1047127
ora	1296445
usm	821130
insp	1609550
ccoi	1158324
altr	1701732
adct	1771910
ens	1289308
unvr	1494319
eqx	1756607
viav	912093
mime	1644675
trip	1526520
ay	1601072
hasi	1561894
pch	1338749
eye	1710155
cbd	1038572
ensg	1125376
dava	1656081
elp	1041792
vly	714310
hl	719413
lcii	763744
jblu	1158463
fl	850209
twst	1581280
aaon	824142
teo	932470
tigo	912958
mant	892537
tgtx	1001316
slqt	1794783
sbra	1492298
vrnt	1166388
ps	1725579
syna	817720
ng	1173420
apam	1517302
mtg	876437
alrm	1459200
fate	1434316
gtbif	1795139
box	1372612
sr	1126956
coty	1024305
byd	906553
omcl	926326
cns	1284812
ovv	1792580
sats	1415404
sdc	1775625
bhf	1685040
osb	877365
aeis	927003
ifs	1615903
cbrl	1067294
lgih	1580670
spsc	1092699
njr	356309
axsm	1579428
carg	1494259
sfm	1575515
xec	1168054
cig	1157557
rdn	890926
acia	1651235
ping	1679826
bb	1070235
imvt	1764013
awr	1056903
mdc	773141
gdot	1386278
aa	1675149
wk	1445305
ofc	860546
expi	1495932
slm	1032033
wdfc	105132
insm	1104506
tgna	39899
gra	1045309
homb	1331520
vg	1272830
fele	38725
pdco	891024
thc	70318
brfs	1122491
ale	66756
hrb	12659
nhi	877860
cohr	21510
eoccy	926864
ab	825313
cwst	911177
adsw	1585790
safe	1688852
ttec	1013880
vmi	102729
amrn	897448
avt	8858
wtm	776867
plmr	1761312
cvet	1752836
vsat	797721
mmsi	856982
cwh	1669779
vnet	1508475
esi	1590714
opk	944809
dorm	868780
tdc	816761
pci	1558629
tds	1051512
iipr	1677576
crox	1334036
ailih	18654
agio	1439222
shen	354963
achc	1520697
umbf	101382
bzun	1625414
golf	1672013
dcp	1338065
goos	1690511
ncr	70866
diod	29002
nsp	1000753
bbu	1654795
fn	1408710
laur	912766
nuva	1142596
ibp	1580905
nwe	73088
sem	1320414
scl	94049
twou	1459417
pcrx	1396814
pre-pf	911421
safm	812128
evr	1360901
kex	56047
wtfc	1015328
veon	1468091
clf	764065
alks	1520262
ccu	888746
coke	317540
fnma	310522
ggal	1114700
spb	109177
cwk	1628369
gtls	892553
ful	39368
aimc	1374535
mtsi	1493594
manu	1549107
ag	1308648
wbs	801337
krnt	1625791
evtc	1559865
cmc	22444
fcfs	840489
hmsy	1196501
umpq	1077771
dcph	1654151
tjbh	1499785
cigi	913353
jjsf	785956
stra	1013934
mcy	64996
ava	104918
shak	1620533
pcvx	1649094
abm	771497
urbn	912615
amn	1142750
nus	1021561
fskr	1525759
nni	1258602
cvbf	354647
bnr	1792267
focs	1651052
apg	1796209
cmpr	1262976
sfix	1576942
ssrm	921638
rcel	1762303
trn	99780
mic	1289790
sage	1597553
arnc	1790982
sina	1094005
pgny	1551306
ths	1320695
brc	746598
wynd	1361658
cnmd	816956
fnb	37808
fhi	1056288
lpro	1806201
itri	780571
hi	1417398
cpri	1530721
kmt	55242
ngvt	1653477
enbl	1591763
vsh	103730
ktos	1069258
wcc	929008
pd	1568100
bco	78890
avnt	1122976
sxt	310142
trtn	1660734
aqua	1604643
out	1579877
onb	707179
mgee	1161728
exg	1379438
gbtc	1588489
smpl	1702744
ese	866706
nsa	1618563
cno	1224608
tph	1561680
wor	108516
ait	109563
taro	906338
epr	1045450
car	723612
spwr	867773
gatx	40211
pjt	1626115
tcp	1075607
jwn	72333
bipc	1788348
tco	890319
stl	1070154
gsh	1012139
pvg	1508844
cwt	1035201
gt	42582
kar	1395942
mur	717423
kod	1468748
trup	1371285
meso	1345099
door	893691
plxs	785786
becn	1124941
wri	828916
bntc	1808898
arce	1740594
pacw	1102112
boh	46195
tr	98677
csod	1401680
ael	1039828
prmw	884713
livn	1639691
cdlx	1666071
aple	1418121
sji	91928
be	1664703
itgr	1114483
r	85961
exls	1297989
nuv	812801
aca	1739445
cmd	19446
cpa	1345105
afya	1771007
mcrb	1609809
stay	1581164
sun	1552275
big	768835
ypf	904851
cbt	16040
csq	1275214
igt	1619762
gbdc	1476765
hrmy	1802665
bmch	1574815
edit	1650664
rog	84748
jeld	1674335
spr	1364885
tsem	928876
pk	1617406
ads	1101215
irbt	1159167
rock	912562
alvr	1754068
staa	718937
ghc	104889
cent	887733
vc	1111335
ino	1055726
utf	1275617
epay	1073349
indb	776901
bku	1504008
fhb	36377
atco	1794846
apls	1492422
form	1039399
navg	793547
asb	7789
ppbi	1028918
fibk	860413
cim	1409493
apps	317788
opch	1014739
yext	1614178
nsit	932696
bstz	1768666
nova	1772695
srne	850261
rhp	1040829
rrr	1653653
praa	1185348
tkcm	1683252
swav	1642545
wgo	107687
krtx	1771917
cde	215466
calm	16160
comm	1517228
colb	887343
xncr	1326732
gef	43920
chx	1723089
iboc	315709
kw	1408100
m	794367
sfbs	1430723
www	110471
ibtx	1564618
cnx	1070412
cvlt	1169561
iag	1203464
bgs	1278027
gkos	1192448
dan	26780
caty	861842
lgf-a	929351
eurn	1604481
anat	1801075
algt	1362468
wdgjf	904325
psmt	1041803
cydy	1175680
mtls	1091223
mog-a	67887
b	9984
fsk	1422183
pdm	1042776
cmp	1227654
brp	1781755
or	1627272
rrc	315852
med	910329
isbc	1594012
fss	277509
cit	1171825
idcc	1405495
abg	1144980
swtx	1773427
ego	918608
ako-a	925261
vcyt	1384101
dea	1622194
psec	1287032
sabr	1597033
sanm	897723
ely	837465
crnc	1768267
unit	1620280
gcp	1644440
flws	1084869
bdn	790816
jack	807882
silk	1397702
qfin	1741530
flow	1641991
aeo	919012
bcc	1328581
spxc	88205
sfnc	90498
iijiy	1090633
cron	1656472
inst	1355754
esba	1553079
aub	883948
mxl	1288469
sgms	750004
fix	1035983
esrt	1541401
jps	1176433
wre	104894
rvmd	1628171
pbh	1295947
vie	1734517
hubg	940942
mgln	19411
trq	1158041
avav	1368622
iosp	1054905
rvnc	1479290
wkhs	1425287
bmi	9092
iba	1044896
eaf	931148
hth	1265131
oln	74303
mc	1596967
sjw	766829
jw-a	107140
ahco	1725255
ctre	1590717
atrc	1323885
adx	2230
cvi	1376139
wafd	936528
sstk	1549346
dq	1477641
ago	1273813
fcpt	1650132
lrn	1157408
hp	46765
tac	1144800
omab	1378239
hwc	750577
sah	1043509
vrrm	1682745
oi	812074
accd	1481646
ctb	24491
eat	703351
cvco	278166
upwk	1627475
amba	1280263
lila	1712184
mtx	891014
fbc	1033012
dqws	1652561
matx	3453
fmtx	1538927
jag	1685715
x	1163302
pro	1392972
eght	1023731
myov	1679082
hgv	1674168
spns	885740
imab	1778016
six	701374
amk	1591587
rusha	1012019
fit	1447599
mtor	1113256
spt	1517375
gdv	1260729
prgs	876167
acmr	1680062
ety	1340736
sum	1621563
wetg	1784970
auph	1600620
btt	1528437
sho	1295810
oibr-c	1160846
axnx	1603756
pmt	1464423
noah	1499543
mli	89439
dy	67215
htld	799233
rcii	933036
whd	1699136
ymab	1722964
sand	1434614
ntct	1078075
meoh	886977
abcb	351569
int	789460
mwa	1350593
swn	7332
kfy	56679
wd	1497770
yelp	1345016
sky	90896
navi	1593538
lgnd	886163
coop	933136
msge	1795250
qure	1590560
cytk	1061983
tcbi	1077428
shoo	913241
cdna	1217234
twnk	1644406
usna	896264
best	1709505
rezi	1740332
atge	730464
rcm	1472595
csiq	1375877
ain	819793
wabc	311094
mmyt	1495153
irwd	1446847
pgre	1605607
niu	1744781
fro	913290
pqg	1708035
adnt	1670541
fwrd	912728
dsl	1566388
mdgl	1157601
mgrc	752714
fun	811532
pslv	1494728
ehth	1333493
peb	1474098
skyw	793733
gpi	1031203
amrc	1488139
vnom	1602065
utg	1263994
eva	1592057
nwn	1733998
ottr	1466593
ww	105319
icpt	1270073
cyrx	1124524
eidx	1731831
sbgi	912752
fult	700564
epc	1096752
alxo	1810182
hmn	850141
mgy	1698990
gnl	1526113
ccxx	1793229
